title,vote_average,vote_count,release_date,revenue,runtime,budget,popularity,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Big Bully,4.58,69,1996-01-26,2042530,90,15000000,10.225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Love, Simon",8.041,5748,2018-02-16,66316289,110,17000000,19.843,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Carlito's Way,7.833,2858,1993-11-10,63848322,144,30000000,17.949,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Bird on a Wire,6.172,834,1990-05-18,138700000,110,20000000,18.995,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Paradise: Love,6.809,162,2012-04-27,24267,120,3600000,10.831,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shadow of a Woman,4.2,10,1946-09-14,732000,78,427000,3.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Till the Clouds Roll By,5.6,21,1946-12-05,6724000,136,3316000,9.02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Johnny Mnemonic,5.749,1222,1995-05-26,19075720,97,25000000,20.032,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Black Cat,6.74,233,1934-05-07,236000,63,95745,10.33,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3 Generations,6.391,417,2016-10-27,680351,87,10000000,8.001,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
What Did You Do?,10.0,1,2022-03-22,1,13,20,0.6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Worst Christmas of My Life,5.915,491,2012-12-22,10703234,86,6843500,7.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Shaggy Dog,6.069,72,1959-03-19,17658000,104,1250000,11.262,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Nun II,6.545,365,2023-09-06,231200000,110,38500000,1692.778,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Baadshah,6.4,80,1999-08-27,1400000,175,9000000,10.902,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Honey, I Shrunk the Kids",6.276,2789,1989-06-23,222724172,93,18000000,21.213,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Final Fantasy: The Spirits Within,6.173,1349,2001-07-02,85131830,106,137000000,15.894,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
Goosebumps,6.3,3516,2015-08-05,158162788,103,58000000,24.932,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Witness to a Rape,2.0,1,2020-07-10,100000,80,100000,0.686,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Spy,5.161,31,2012-04-05,4588176,99,6000000,1.856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Bow,6.933,165,2005-05-12,2032404,90,950000,10.67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rise,7.53,333,2022-03-30,11196824,117,7780000,45.301,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Veedu,8.8,3,1988-11-25,120000,108,20000,1.369,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lost Place,4.7,13,2013-09-19,159828,101,5200000,1.322,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
The Dark Days of Demetrius,8.0,1,2019-09-23,100000,60,10000,0.882,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Meldingen,6.0,1,2021-04-04,300,0,1500,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Fighter,7.38,4025,2010-12-10,93617009,116,25000000,18.173,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VeggieTales: Josh and the Big Wall,5.917,12,1997-09-01,4078230,34,4078230,0.78,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dream Horse,7.03,100,2021-05-21,6435260,113,20000000,10.19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Blackhat,5.474,1885,2015-01-13,17752940,133,70000000,38.873,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Big Eyes,6.989,3294,2014-12-24,28883511,106,10000000,17.203,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Memoirs of a Geisha,7.673,2790,2005-12-06,162242962,146,85000000,21.389,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
The Big Red One,6.727,264,1980-01-22,7206220,113,4500000,10.85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Mighty Ducks,6.565,783,1992-10-02,50752337,101,10000000,10.055,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Rules Don't Apply,5.751,447,2016-11-23,3885342,127,25000000,6.672,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Freeheld,7.289,609,2015-10-02,573335,103,7000000,8.571,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Death Warrant,6.197,491,1990-09-14,16853487,89,4000000,20.268,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Buffalo '66,7.106,782,1998-01-20,2375097,110,1500000,20.202,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
All About Asado,6.1,17,2016-09-25,6892,90,32993,2.227,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sky's the Limit,6.1,18,1943-07-13,2185000,89,871000,3.274,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Love Letters,5.579,19,1983-04-01,5269990,88,550000,4.108,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Guru,6.803,105,2007-01-12,31000000,166,4700000,9.671,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Toilet: A Love Story,6.829,175,2017-08-11,13800000,155,3700000,8.088,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Filshah,6.3,3,2017-05-01,100000,93,10000,0.84,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Career Opportunities,6.884,550,1991-03-29,11336986,83,6000000,29.906,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Color of Night,5.767,513,1994-08-19,19726050,121,40000000,22.619,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Race to Freedom: Um Bok-dong,6.818,12,2019-02-27,1091477,116,12547000,5.093,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
From a Whisper to a Scream,5.777,74,1987-09-25,1400000,99,1100000,5.311,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bustin' Loose,5.867,45,1981-05-22,31300000,94,11000000,7.305,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dad Jokes,9.0,1,2021-05-11,200,1,100,0.654,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blink,6.194,162,1993-10-01,16668552,106,11000000,13.115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Evil Intent,10.0,1,2010-12-01,10454,74,2000,0.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ten Canoes,6.561,57,2006-06-29,300000,90,2000000,4.568,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Femme Fatale,6.2,531,2002-04-30,16830252,114,35000000,12.998,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The Bride,5.879,327,2017-01-19,6945256,90,1500000,8.564,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Promised Land,6.288,627,2012-09-23,8138788,106,15000000,14.338,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Virtuosity,5.477,477,1995-08-04,24048000,106,30000000,16.888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Plague,7.0,1,2019-06-13,1,12,5,0.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
America's Sweethearts,5.697,752,2001-07-17,138191428,102,64400000,12.426,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Where the Heart Is,7.13,640,2000-04-27,33771174,120,15000000,15.871,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Monos,6.66,349,2019-08-15,1929915,103,1800000,8.91,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EVE The Sequel,8.0,1,2010-10-16,44328,0,9998,0.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronin,6.9,2131,1998-09-25,70692101,122,55000000,20.373,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Breath,7.106,109,2009-10-15,13500000,128,2000000,5.501,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
The Way of the Dragon,7.395,1031,1972-06-01,27000000,100,130000,26.213,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20AN,10.0,1,2021-10-08,3362,0,4,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
The Signal,5.867,263,2008-02-22,249905,103,50000,7.013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Kaili Blues,7.158,101,2016-03-23,646,113,50,7.26,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Mad Mimes,10.0,1,2012-06-15,10000,30,2000,0.917,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
Paranormal Activity 3,5.901,2031,2011-10-19,207039844,94,5000000,32.178,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Home Fries,5.0,87,1998-11-25,10443316,93,15000000,6.755,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Endank Soekamti: Rock For Kamtis,5.5,1,2013-06-07,1200,76,1000,0.624,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Hear Alexander the Great's Legendary Speech in Ancient Greek!,10.0,1,,5,7,5,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Walker,6.325,63,1987-12-04,257043,94,5800000,4.254,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Million Dollar Baby,7.958,8874,2004-12-15,216763646,132,30000000,20.717,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Güneş Doğmasın,8.0,1,1961-01-01,100000,82,55000,0.991,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pathfinder,5.619,620,2007-01-11,30822861,99,45000000,16.191,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The 'Burbs,6.751,1090,1989-02-17,49101993,102,18000000,24.746,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Spider-Man: Homecoming,7.345,20507,2017-07-05,880166924,133,175000000,65.88,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
The Duel,5.3,312,2016-06-24,4500,110,10000000,10.083,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Taxiwala,6.1,24,2018-06-01,100000000,150,1000000,3.406,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
While at War,7.111,257,2019-09-27,12277353,108,4735684,7.418,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
U Get What U Kiss,7.2,19,2018-10-26,100000,93,11000,1.463,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mad Max: Fury Road,7.582,20911,2015-05-13,378858340,121,150000000,78.319,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Conan the Barbarian,5.306,1736,2011-08-17,63523283,113,90000000,37.032,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WSU 2nd Ever Girls Show,8.0,1,,14556,0,8877,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maniac Cop,6.135,406,1988-05-13,671382,85,1100000,8.968,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Sí, Mi Amor",7.0,40,2020-01-23,5000,107,5000,3.729,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
SpaceCamp,5.854,164,1986-06-06,9697739,107,18000000,8.967,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Burning Plain,6.578,397,2008-11-07,5642478,111,20000000,14.391,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
No Looking Back,5.824,17,1998-03-27,222099,96,5000000,1.993,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Iron Lady,6.4,1604,2011-12-26,115890699,105,13000000,12.253,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Risen,6.166,765,2016-02-18,46069568,107,20000000,14.967,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Veronika Decides to Die,5.945,226,2009-05-16,1709178,103,9000000,8.758,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Everybody's Fine,6.795,889,2009-12-04,16443609,99,21000000,13.209,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
District B13,6.778,1674,2004-11-09,9584131,84,12000000,19.785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Jack,6.285,1145,1996-08-09,58620973,113,45000000,14.415,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Cynthia,6.833,3,1947-08-29,1648000,99,1318000,1.396,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pal Joey,6.32,64,1957-10-25,7000000,111,3000000,8.083,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Ransom,6.651,1664,1996-11-08,309492681,121,80000000,13.258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Out on a Limb,5.523,44,1992-09-04,1659542,82,11000000,5.089,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gigi,6.237,287,1958-05-15,13200000,116,3319355,11.897,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Overlord,6.703,2623,2018-11-01,41657844,110,38000000,20.083,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Bunker of the Dead,4.7,26,2016-02-18,10147,76,30000,1.724,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Boss Baby: Family Business,7.442,2274,2021-07-01,146745280,107,82000000,69.144,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
An Officer and a Spy,7.084,1393,2019-09-30,18878646,132,25300000,15.354,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Realm,9.0,1,2019-07-19,100,5,100,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Donnie Brasco,7.533,4044,1997-02-27,124909762,127,35000000,18.658,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Pinkfinger,6.769,13,1965-05-13,2221487,6,2221487,0.88,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The 317th Platoon,7.4,63,1965-03-31,306505,100,66000,5.913,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
A Couple Of Regular Fellas 2,10.0,1,2022-04-24,1,40,12,0.6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Miracle Mile,6.995,213,1988-05-19,1145404,88,3700000,12.071,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
Friday the 13th Part VIII: Jason Takes Manhattan,4.95,914,1989-07-28,14000000,100,5000000,34.584,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Philadelphia Experiment II,4.955,66,1993-11-12,2970,97,5000000,5.841,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dogman's Rabies: Underdog,5.7,23,2018-06-07,31086,120,1800000,2.959,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Galaxina,3.929,56,1980-06-06,4865000,95,5500000,12.926,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,5.753,77,2008-02-01,70642966,82,7000000,6.595,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Change of Plans,5.41,150,2009-02-18,15016366,100,12000000,10.711,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Avalon,6.582,282,2001-01-20,8826094,107,8000000,9.639,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NH10,6.8,67,2015-03-12,5100000,115,200000,4.788,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Lancaster Skies,6.0,49,2019-02-27,67522,98,80000,6.537,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Max Steel,5.628,716,2016-10-14,6272403,92,10000000,16.668,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hidden Agenda,10.0,1,2021-11-27,2820,65,28209,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Life After Beth,5.46,621,2014-08-15,88273,90,2400000,17.375,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Mr. Woodcock,5.0,403,2007-09-14,33683200,87,22000000,9.456,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
African Cats,7.352,223,2011-04-21,30857747,89,5000000,11.728,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tad, the Lost Explorer",6.241,518,2012-08-10,23000000,90,10500000,20.986,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Spanish Apartment,7.119,1049,2002-06-19,3897799,122,5300000,11.34,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3 Ninjas Kick Back,5.534,265,1994-05-06,11798854,93,20000000,14.158,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Piano to Zanskar,7.25,4,2019-05-12,445,86,150000,1.547,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Right,6.5,1233,2016-02-29,34694,95,8000000,15.421,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Night Must Fall,7.167,33,1937-04-30,1015000,116,589000,3.085,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The Lord of the Rings: The Fellowship of the Ring,8.402,23323,2001-12-18,871368364,179,93000000,87.037,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Last Godfather,4.7,13,2010-12-29,16700000,100,13400000,5.467,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Golden Compass,6.046,4258,2007-12-04,372234864,113,180000000,21.653,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mirrors,6.251,1691,2008-08-15,72436439,111,35000000,21.875,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0
Sommersby,6.315,336,1993-02-05,140081992,109,30000000,16.487,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
ATL,6.954,140,2006-03-31,21170563,105,20000000,12.331,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
The Jungle Book 2,5.876,1063,2003-02-07,135680000,72,20000000,25.169,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Flim-Flam Man,7.1,18,1967-08-22,1200000,104,384500,3.204,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prince Vladimir,6.3,29,2006-02-09,5399340,78,5000000,2.99,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Wolf of Wall Street,8.035,22222,2013-12-25,392000000,180,100000000,97.444,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Women Of Warriors IV,8.0,1,2018-02-10,23442,95,5667,0.963,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rapid Fire,6.4,205,1992-08-21,14356479,95,10000000,10.534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Made by God,10.0,1,,1,12,5000,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
covetousness,9.0,1,,101,1,101,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Grown Ups,6.359,5577,2010-06-24,271430189,102,80000000,46.895,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metro,5.637,496,1997-01-16,31987563,117,55000000,9.905,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Dressmaker,6.992,1516,2015-10-29,25003426,118,11930000,13.657,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ocean's Eleven,7.43,10774,2001-12-07,450717150,116,85000000,39.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Muppet Treasure Island,6.634,351,1996-02-16,34327391,100,31000000,14.439,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Care Bears: Season of Caring,6.0,1,2004-07-12,900000,85,50000,0.982,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A Girl Walks Home Alone at Night,6.823,766,2014-11-21,395000,101,1000000,8.908,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Judwaa 2,5.537,95,2017-09-29,34500000,150,10000000,7.642,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Pagemaster,6.382,687,1994-11-23,13670688,75,27000000,18.292,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
A Kind of Loving,6.927,48,1962-04-12,581138,108,213084,3.705,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Alita: Battle Angel,7.219,8450,2019-01-31,404980543,122,170000000,47.667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Şoför Nebahat Bizde Kabahat,3.3,3,1965-12-17,105000,0,55000,1.222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casino Royale,7.543,9959,2006-11-14,599045960,144,150000000,43.407,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tu Hay na MAI,10.0,2,,40000,209,12000,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Permanent Record,6.491,46,1988-04-22,1893139,92,8000000,6.343,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Just Super,5.9,7,2022-09-30,2013434,76,3800000,5.641,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Edison,5.311,291,2005-07-29,4165675,99,25000000,12.746,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Linklater: On Cinema and Time,6.8,5,2013-12-04,9000,9,100000,0.657,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Police Academy 3: Back in Training,5.765,1099,1986-03-20,107600000,84,12000000,25.909,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Impulse,5.5,31,1990-04-06,2544504,109,9000000,5.124,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
300 Worte Deutsch,5.779,34,2015-02-05,276792,92,2000000,4.318,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surrogates,6.097,2920,2009-09-24,122444772,89,80000000,19.717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Black Room,3.9,11,1982-12-09,2160000,88,250000,3.34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Vanilla Sky,6.808,3803,2001-12-10,203388341,136,68000000,25.481,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0
Sin Condón,7.0,1,2013-08-29,9,0,10,0.88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,5.412,723,2016-09-15,850419,102,1500000,12.209,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Naduvula Konjam Pakkatha Kaanom,7.4,26,2012-11-30,885000,161,120000,3.713,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Sea Hawk,7.2,108,1940-08-10,2000000,127,1700000,8.311,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Remember Me,7.102,3367,2010-03-11,56032889,113,16000000,18.789,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Stuck,6.1,155,2007-05-21,151449,85,5000000,10.273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Fury of a Patient Man,6.561,404,2016-09-09,1813729,92,1200000,7.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Saw II,6.564,4790,2005-10-28,147748505,93,4000000,111.416,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Iron Mask,6.213,380,2019-08-16,8685794,121,49000000,21.565,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Holiday,7.078,4592,2006-12-08,194168700,136,85000000,19.822,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Antikiller,5.0,23,2002-08-01,340312,113,5000000,2.163,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loham,4.0,14,2015-08-20,2250547,129,1050255,2.206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Om Shanti Om,7.069,312,2007-11-07,37707444,162,9100000,20.14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Spacehunter: Adventures in the Forbidden Zone,5.183,103,1983-05-20,16500000,90,15000000,8.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Jungle Book,6.86,7668,2016-04-07,966550600,106,175000000,33.274,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
The Expendables,6.227,7225,2010-08-03,274470394,103,80000000,89.721,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Adam Toland: The Demo Reel,9.0,1,2024-05-31,10,2,1,1.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Gallows,4.955,881,2015-07-09,42964410,81,100000,10.224,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Pina,7.421,222,2011-02-24,14624826,106,4317946,7.601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
